Capacity_MW_,Latitude,Longitude,Albedo,MeanAAI,VegetationRatio,PopulationDensity,ProtectedAreaRatio,SlopeTopography,CloudCover,Surface Temperature,AverageDownwardRadiation,Unnamed: 12,Unnamed: 13,MinAlbedo,0,Unnamed: 16,AlbWeight,-2,Unnamed: 19,Cumulative Weight,Min,Normalised Cumulative Weight
0.587096998,29.7672,-81.7775,138.723922,-0.528486465,0,6.986810586,0,0.014192301,0.516357385,24.86347441,11702167.61,,,,,,,,,6.534899159,,0.550233638
0.54863704,31.1531,112.8806,120.0617107,-0.366215485,0.187946721,1491.010732,0,0.01207113,0.270879065,24.86551086,12661519.23,,,,,,,,,7.299064056,,0.611047342
0.579163066,43.3135,-115.8353,133.1754867,-0.46280598,0,0.229142951,0,0.038313944,0.476280648,24.86663311,11607971.61,,,,,,,,,6.121364703,,0.517323775
0.561928781,34.8301,-118.32,159.2483511,-0.455138361,0,0.139732567,0,0.045971494,0.495597572,24.8682103,11170978.98,,,,,,,,,6.768146137,,0.568795879
0.526020032,31.0691,110.088,108.4843642,-0.532092318,0.068081605,1506.327081,0,0.187142811,0.250088324,24.87082684,11057754.61,,,,,,,,,6.517829843,,0.548875229
0.581875901,27.1383,104.02,115.7811693,-0.510180101,0.003313521,140.3715861,0,0.262180239,0.233244207,24.87294418,12714022.03,,,,,,,,,6.31653246,,0.532855598
0.581875901,25.855,105.113,115.7811693,-0.510180101,0.003313521,140.3715861,0,0.262180239,0.233244207,24.87294418,12714022.03,,,,,,,,,6.69618198,,0.563068833
0.581875901,25.348,104.935,115.7811693,-0.510180101,0.003313521,140.3715861,0,0.262180239,0.233244207,24.87294418,12714022.03,,,,,,,,,7.010819499,,0.588108289
0.555885578,30.4274,115.0275,152.2877041,-0.467387927,0.158172558,782.4373483,0,0.039072536,0.324579422,24.87467575,12668899.61,,,,,,,,,6.514593298,,0.548617659
0.68743839,36.5086,103.8973,196.0485333,0.107126045,0.004476703,17.29786687,0,0.289278001,0.482698523,24.87503583,15891854.98,,,,,,,,,7.881930926,,0.657433002
0.573198733,30.2715,114.8334,127.5457113,-0.405502379,0.370429596,1455.90318,0,0.034676235,0.36280034,24.87514301,13634638.61,,,,,,,,,7.33883997,,0.614212785
0.589238478,30.8247,112.928,140.051896,-0.412415579,0.018686425,194.2184267,0,0.033412799,0.311002265,24.88015743,13229320.48,,,,,,,,,6.961610697,,0.584192158
0.538657194,25.1364,106.3571,124.0223047,-0.467496455,0,126.5092567,0,0.163878232,0.209109667,24.882644,11626088.86,,,,,,,,,6.45589855,,0.543946618
0.538657194,25.2164,106.1084,124.0223047,-0.467496455,0,126.5092567,0,0.163878232,0.209109667,24.882644,11626088.86,,,,,,,,,6.382351712,,0.53809362
0.585593119,23.3806,114.4775,126.4506836,-0.543044075,0.00105963,125.446922,0,0.110592291,0.302659045,24.88476076,12741849.23,,,,,,,,,6.382351712,,0.53809362
0.559336075,4.0999,-72.9088,102.9934263,-0.830962705,0,27.68727047,0,0.404139072,0.285363574,24.88846223,11041982.86,,,,,,,,,6.382351712,,0.53809362
0.529936804,29.3595,113.123,111.4076271,-0.337591757,0.329515301,5460.450171,0,0.085215434,0.309454398,24.89484285,12426157.36,,,,,,,,,8.702267921,,0.72271699
0.529936804,29.3595,113.123,111.4076271,-0.337591757,0.329515301,5460.450171,0,0.085215434,0.309454398,24.89484285,12426157.36,,,,,,,,,7.070703174,,0.592873946
0.596004568,10.4065,-61.4628,138.3494819,-0.263608273,0.025432476,5.432109817,0,0.028259382,0.53397329,24.89502534,12064843.48,,,,,,,,,7.028915677,,0.589548417
0.578274281,33.0528,110.3528,126.2100851,-0.199921583,0.335389439,1707.439641,0,0.073361285,0.362754963,24.89593074,13698945.23,,,,,,,,,6.372836621,,0.537336391
0.578274281,32.203,112.5707,126.2100851,-0.199921583,0.335389439,1707.439641,0,0.073361285,0.362754963,24.89593074,13698945.23,,,,,,,,,6.099243637,,0.515563338
0.611354095,23.263,109.996,92.98819063,-0.430097663,0.023817903,170.6267805,0,0,0.294979875,24.89857695,13623530.42,,,,,,,,,6.385979264,,0.538382308
0.553768409,27.6334,111.7936,124.0542372,-0.47999638,0.046264382,307.3569004,0,0.271053463,0.253404019,24.91170203,11860298.48,,,,,,,,,6.181219516,,0.522087135
0.517458386,23.5149,107.4562,108.8918483,-0.532411479,0.083116572,308.7585279,0,0.219742104,0.18560164,24.91682051,11065258.61,,,,,,,,,6.181219516,,0.522087135
0.517458386,24.624,110.6329,108.8918483,-0.532411479,0.083116572,308.7585279,0,0.219742104,0.18560164,24.91682051,11065258.61,,,,,,,,,6.996350224,,0.586956796
0.535683481,24.0801,112.0719,139.9003648,-0.537336041,0.052916919,423.9509145,0,0.109115846,0.262441968,24.91926831,11635733.23,,,,,,,,,6.369528274,,0.537073107
0.615347086,28.5553,-82.3879,186.3778627,-0.171334924,0.001594603,0.180808059,0,0.383018136,0.591926694,24.9225527,12254208.98,,,,,,,,,8.874972177,,0.736461125
0.622967702,34.8562,112.2564,153.6839096,-0.29653573,0.007723844,296.5819537,0,0.090969004,0.386422357,24.92469659,13973901.61,,,,,,,,,6.866560394,,0.576627873
0.622967702,35.193,113.789,153.6839096,-0.29653573,0.007723844,296.5819537,0,0.090969004,0.386422357,24.92469659,13973901.61,,,,,,,,,6.96002124,,0.584065666
0.576874622,30.8452,112.0969,140.9056996,-0.315298074,0.138615924,1130.51543,0,0.041776691,0.319232066,24.92665175,13302657.73,,,,,,,,,7.342992877,,0.614543282
0.558346621,29.4743,114.3749,138.6545276,-0.347884871,0.346442418,647.0712208,0,0.036136072,0.357686436,24.92684414,13119969.98,,,,,,,,,6.328470868,,0.53380568
0.57009182,24.9377,112.4818,123.2608365,-0.56446088,0,218.7853521,0,0.044344064,0.290005893,24.92830318,12340358.48,,,,,,,,,8.756223118,,0.727010847
0.548861457,21.9792,108.2826,134.0653592,-0.440070173,0,211.4392734,0,0.107045569,0.21473997,24.93564433,12158198.36,,,,,,,,,6.358711455,,0.536212283
0.548861457,21.9009,108.7695,134.0653592,-0.440070173,0,211.4392734,0,0.107045569,0.21473997,24.93564433,12158198.36,,,,,,,,,6.786847405,,0.570284161
0.569202251,35.3238,-80.6482,130.176621,-0.423388313,0,2.284093704,0,0.058192845,0.467745442,24.93686201,11242109.86,,,,,,,,,6.997055399,,0.587012915
0.545021824,30.1105,-85.3976,227.9581564,-0.208238663,0,0.838738788,0,0.168259725,0.539612504,24.94578528,10955856.01,,,,,,,,,6.998111956,,0.587096998
0.561767485,23.8737,113.6745,134.8156565,-0.565605897,0,95.82095822,0,0.0735595,0.279298189,24.9461914,12186591.73,,,,,,,,,6.514836841,,0.54863704
0.605730961,34.705,-78.401,129.4301908,-0.508590928,0,0,0,0.005178503,0.532137326,24.9475351,12137432.73,,,,,,,,,6.898416791,,0.579163066
0.544882841,28.0098,110.1789,128.6364224,-0.460552428,0.142127486,585.3975183,0,0.145116255,0.293415116,24.94813464,11938473,,,,,,,,,6.681856462,,0.561928781
0.707039364,-26.4151,27.6625,151.2427327,-0.494124246,0.182291645,20.94173959,0,0.107355587,0.642516736,24.9516739,15724535.36,,,,,,,,,6.23063899,,0.526020032
0.597185166,31.903,112.6735,157.9149279,-0.332032538,0.032251016,460.4722852,0,0.073361285,0.334189776,24.9545796,13577416.11,,,,,,,,,6.932505367,,0.581875901
0.597185166,32.2842,112.0143,157.9149279,-0.332032538,0.032251016,460.4722852,0,0.073361285,0.334189776,24.9545796,13577416.11,,,,,,,,,6.932505367,,0.581875901
0.597185166,32.2185,112.2623,157.9149279,-0.332032538,0.032251016,460.4722852,0,0.073361285,0.334189776,24.9545796,13577416.11,,,,,,,,,6.932505367,,0.581875901
0.628752538,31.818,114.8179,162.0179842,-0.27082051,0.016327446,660.383589,0,0.118834783,0.40757537,24.9549614,14152229.48,,,,,,,,,6.605919567,,0.555885578
0.518477846,25.2053,111.6402,128.9709602,-0.606596175,0,833.9546747,0,0.148492649,0.193952415,24.95819475,11085538.11,,,,,,,,,8.258968703,,0.68743839
0.543008252,25.5804,105.5756,127.008352,-0.513404679,0.096125819,120.4550133,0,0.333924621,0.227131893,24.95894164,11727773.36,,,,,,,,,6.823470954,,0.573198733
0.703472153,37.5538,103.874,229.3509004,0.326487124,0.106667464,22.00643618,0,0.525555074,0.593383041,24.96132295,16163547.23,,,,,,,,,7.025021079,,0.589238478
0.557477028,24.0618,112.8005,116.1372654,-0.502399494,0.02807871,709.0715699,0,0.109596357,0.291196363,24.96218726,11865351.48,,,,,,,,,6.389433392,,0.538657194
0.558702932,37.1375,-116.8533,131.5567927,-0.296684184,0,1.347574141,0,0.010651503,0.431025837,24.96525252,11254638.36,,,,,,,,,6.389433392,,0.538657194
0.566928645,24.2532,115.3975,128.9804808,-0.58777552,0,269.4783542,0,0.044344064,0.284770235,24.96587057,12312833.98,,,,,,,,,6.979214706,,0.585593119
0.586406571,33.8317,-118.1414,134.5685984,-0.444325214,0,3.65308417,0,0.038313944,0.493229745,24.96918198,11740707.09,,,,,,,,,6.64927737,,0.559336075
0.57507636,22.0216,113.3282,130.53996,-0.512971606,0.005344515,85.91917727,0,0.0735595,0.289710647,24.9695362,12566899.11,,,,,,,,,6.279855854,,0.529936804
0.554280156,27.0889,108.9473,120.0746109,-0.363071769,0.001014966,1348.693817,0,0.028971422,0.276319933,24.97111331,12041081.36,,,,,,,,,6.279855854,,0.529936804
0.557911326,22.6341,112.5126,144.9459518,-0.506424716,0.025899293,152.2087084,0,0.0735595,0.287832319,24.97392054,12231587.11,,,,,,,,,7.110041528,,0.596004568
0.557911326,22.6341,112.5126,144.9459518,-0.506424716,0.025899293,152.2087084,0,0.0735595,0.287832319,24.97392054,12231587.11,,,,,,,,,6.887248603,,0.578274281
0.533773081,25.2512,106.5886,117.8815559,-0.5264684,0,423.1752977,0,0.163878232,0.210620589,24.97522315,11347423.23,,,,,,,,,6.887248603,,0.578274281
0.590577331,29.879,-81.696,123.740631,-0.545646401,0,0.43722583,0,0.014192301,0.491442749,24.97819328,11768845.23,,,,,,,,,7.302918606,,0.611354095
0.590343711,25.3881,105.3874,127.4610244,-0.683523558,0.001046464,140.0021195,0,0.262180239,0.262499116,24.98076143,12837888.23,,,,,,,,,6.579315927,,0.553768409
0.553639363,23.5531,112.9425,137.9149807,-0.581301269,0,178.0586421,0,0.124280185,0.269265107,24.98077565,11908530.98,,,,,,,,,6.123056179,,0.517458386
0.573576115,25.8678,104.6031,116.1105232,-0.527422399,0.068101848,140.3715841,0,0.262180239,0.228438753,24.98119524,12663054.73,,,,,,,,,6.123056179,,0.517458386
0.540725639,22.6732,109.3505,130.0776994,-0.381531035,0.004260201,297.9596363,0,0.02927525,0.210296847,24.98178955,12021791.23,,,,,,,,,6.352066701,,0.535683481
0.540725639,21.7013,109.6891,130.0776994,-0.381531035,0.004260201,297.9596363,0,0.02927525,0.210296847,24.98178955,12021791.23,,,,,,,,,7.353093211,,0.615347086
0.590230559,22.1769,108.524,120.4458115,-0.467288904,0,49.4484186,0,0,0.238358516,24.99378437,13425540.86,,,,,,,,,7.448851355,,0.622967702
0.595781543,32.2185,112.2623,158.4634499,-0.324870045,0.023206216,170.7017674,0,0.073361285,0.339979539,25.00093238,13424990.98,,,,,,,,,7.448851355,,0.622967702
0.541903103,25.5398,105.7394,127.0842479,-0.513163276,0.108698523,120.4550134,0,0.333924621,0.226537076,25.0020468,11727773.36,,,,,,,,,6.869660949,,0.576874622
0.559835587,21.3403,-158.0151,141.4193814,-0.284655319,0,4.937568983,0,0.022271998,0.458507488,25.00803452,11200201.86,,,,,,,,,6.636844222,,0.558346621
0.57835475,32.7043,112.8373,158.4947866,-0.147890953,0.451921696,1257.241403,0,0.012562019,0.382371243,25.00841205,14434186.48,,,,,,,,,6.784430503,,0.57009182
0.571803205,32.7021,112.8359,142.7522897,-0.180551303,0.389005076,1044.731947,0,0.073361285,0.353882812,25.01230735,13836131.23,,,,,,,,,6.517656792,,0.548861457
0.534915165,25.432,113.1737,129.53548,-0.529998934,0.005227831,86.91707542,0,0.078690365,0.224664944,25.01868476,11547758.09,,,,,,,,,6.517656792,,0.548861457
0.528479313,23.5561,107.999,135.9013252,-0.466799252,0.014815021,217.3468475,0,0.044697355,0.222317195,25.02259531,11541962.36,,,,,,,,,6.773252474,,0.569202251
0.532374464,26.7016,110.6638,131.3754052,-0.459741159,0.212991741,455.4603328,0,0.109779119,0.282396763,25.02262144,11898443.73,,,,,,,,,6.469409234,,0.545021824
0.590476745,37.0617,114.4997,136.4629691,0.044902449,0.475460548,8801.462437,0,0.453972101,0.436608552,25.02355919,14339333.98,,,,,,,,,6.67982967,,0.561767485
0.590476745,37.3248,114.3006,136.4629691,0.044902449,0.475460548,8801.462437,0,0.453972101,0.436608552,25.02355919,14339333.98,,,,,,,,,7.232260164,,0.605730961
0.462969659,4.9501,-75.958,125.9297586,-1.266623336,0.022956497,51.54402673,0,0.273162633,0.158228105,25.02910946,8860905.051,,,,,,,,,6.467662819,,0.544882841
0.631604745,36.1992,114.1612,132.0128769,-0.277508596,0.027269324,465.2231203,0,0.164170489,0.384563913,25.03696924,13974827.61,,,,,,,,,8.505268057,,0.707039364
0.636348555,35.9674,114.3179,129.4870237,-0.342503227,0.011483105,491.9588651,0,0.17594713,0.387676322,25.0391129,13986095.36,,,,,,,,,7.124876534,,0.597185166
0.556129313,29.2138,111.9767,145.8756536,-0.439473499,0.077977213,125.1452103,0,0.028971422,0.339465196,25.04111727,12119119.73,,,,,,,,,7.124876534,,0.597185166
0.547845448,23.2193,107.6606,124.5998292,-0.505948304,0,85.78138036,0,0.214209497,0.226009267,25.04397098,11686325.86,,,,,,,,,7.124876534,,0.597185166
0.536092067,23.9198,109.5027,126.1167117,-0.445470016,0,170.7012592,0,0.127569735,0.201008124,25.04626105,11634945.48,,,,,,,,,7.521541693,,0.628752538
0.615341586,33.5801,116.989,145.3017864,-0.277072168,0.042523948,872.3382037,0,0.007809362,0.361985362,25.0472043,14062543.61,,,,,,,,,6.135866378,,0.518477846
0.558332588,23.901,112.9366,118.3645584,-0.500308001,0.021271143,709.0715784,0,0.109596357,0.291638827,25.04774613,11865351.48,,,,,,,,,6.444107349,,0.543008252
0.537966395,23.9211,109.5021,121.9509541,-0.445487958,0,170.7012554,0,0.127569735,0.203398937,25.05178699,11634945.48,,,,,,,,,8.460443669,,0.703472153
0.570177497,23.0224,112.4814,128.0747395,-0.583637661,0,76.48798688,0,0.061929308,0.301867824,25.05487903,12230252.98,,,,,,,,,6.625917202,,0.557477028
0.533459811,23.995,109.9174,132.5777625,-0.494722806,0,261.7357406,0,0.127569735,0.216114533,25.05513726,11503918.98,,,,,,,,,6.641321506,,0.558702932
0.535322453,25.7547,106.0816,129.8047631,-0.653048846,0.004125194,410.4060065,0,0.148478612,0.232480475,25.05544198,11358408.86,,,,,,,,,6.744683099,,0.566928645
0.694153005,-20.2491,57.5406,137.6388783,-0.447087983,0.010825365,977.0435585,0,0,0.317537236,25.05902144,16840317.1,,,,,,,,,6.98943627,,0.586406571
0.694153005,-20.3003,57.5507,137.6388783,-0.447087983,0.010825365,977.0435585,0,0,0.317537236,25.05902144,16840317.1,,,,,,,,,6.847064589,,0.57507636
0.724716676,34.9619,-118.1242,163.3347675,-0.142742797,0.007601699,0.635979113,0,0.613236248,0.772854894,25.06093313,14223004.98,,,,,,,,,6.585746361,,0.554280156
0.727826106,35.3696,105.735,226.3793389,0.460555269,0,107.1313916,0,0.582843065,0.621597672,25.06515213,16323024.73,,,,,,,,,6.631374451,,0.557911326
0.725825338,36.278,107.513,195.9984635,0.274602805,0,154.5010178,0,0.525555074,0.600168677,25.06816658,16066584.36,,,,,,,,,6.631374451,,0.557911326
0.549525408,24.333,115.077,141.9067356,-0.568091628,0.124140004,92.69731424,0,0.061929308,0.26460752,25.06917966,12385898.61,,,,,,,,,6.328061243,,0.533773081
0.569179256,37.7212,-113.1516,125.6354536,-0.529464936,0,5.179067981,0,0.0395624,0.469940616,25.07034424,11119519.98,,,,,,,,,7.041844661,,0.590577331
0.575259872,40.284,114.689,144.3550516,0.037575705,0.432201191,15672.87213,0,0.453972101,0.434889266,25.07121833,14339333.98,,,,,,,,,7.038909071,,0.590343711
0.563175515,23.017,114.496,123.2328678,-0.579031283,0,204.2445836,0,0.044344064,0.263683956,25.07317497,12216530.23,,,,,,,,,6.577694376,,0.553639363
0.566225336,40.862,-76.7936,133.7331423,-0.526419142,0,9.167024768,0,0.0395624,0.468280043,25.07861248,11119519.98,,,,,,,,,6.828213003,,0.573576115
0.563255891,-23.6217,-70.3776,139.6254054,-0.194886496,0.46082031,877.7375788,0,0,0.449784428,25.07990686,13229491.11,,,,,,,,,6.41542479,,0.540725639
0.563255891,-20.4909,-69.3289,139.6254054,-0.194886496,0.46082031,877.7375788,0,0,0.449784428,25.07990686,13229491.11,,,,,,,,,6.41542479,,0.540725639
0.53558014,22.7975,108.9915,112.817321,-0.436309564,0.155993587,282.031812,0,0.107045569,0.24267978,25.08134509,11819752.23,,,,,,,,,7.037487249,,0.590230559
0.625670089,34.045,113.277,151.2117975,-0.230329869,0.05697942,686.269031,0,0.323040873,0.357154603,25.08189539,14036994.33,,,,,,,,,7.107239072,,0.595781543
0.533208426,23.5251,109.6807,134.2789575,-0.460987861,0.007816416,417.32052,0,0.127569735,0.199867484,25.08729872,11667663.11,,,,,,,,,6.430220409,,0.541903103
0.592310763,34.631,112.4469,130.8930192,-0.195149846,0.410627203,1386.220367,0,0.17594713,0.390802816,25.087303,14082691.11,,,,,,,,,6.655554075,,0.559835587
0.532866285,27.7685,111.7616,125.8995982,-0.526997373,0.198925982,371.860204,0,0.150917336,0.26569586,25.08940616,11782181.48,,,,,,,,,6.888259751,,0.57835475
0.544029756,23.5218,109.7014,125.0256389,-0.522702365,0.042934086,91.73711386,0,0.214209497,0.217856247,25.09777247,11750207.73,,,,,,,,,6.805935203,,0.571803205
0.55926014,23.2176,116.5436,111.8534954,-0.411549984,0.261894263,3938.496893,0,0.110592291,0.301738182,25.10514991,12971317.61,,,,,,,,,6.34241229,,0.534915165
0.636655746,35.7511,114.2934,130.6018806,-0.341206571,0.011483105,461.8126398,0,0.17594713,0.387515494,25.10854364,13986095.36,,,,,,,,,6.261541508,,0.528479313
0.562240698,33.355,-112.84,152.6525308,-0.281641868,0,2.081200654,0,0.029786199,0.466154495,25.1158913,11316902.36,,,,,,,,,6.31048668,,0.532374464
0.741959127,-26.434,26.2843,121.4207027,-0.27536507,0.012904128,0.375236087,0,0.141570553,0.655439914,25.11739668,15849953.36,,,,,,,,,7.040580733,,0.590476745
0.634751412,23.4792,112.7002,95.0709065,-0.39652574,0.01230644,343.5204633,0,0.121696025,0.248393826,25.11925516,14476208.23,,,,,,,,,7.040580733,,0.590476745
0.569913266,21.6007,110.6089,131.1811544,-0.494982383,0,23.61656573,0,0.039780784,0.229791209,25.11943655,12775339.48,,,,,,,,,5.43836886,,0.462969659
0.560090466,27.7382,111.7777,127.9241217,-0.475722752,0.001732329,513.9416086,0,0.271053463,0.261156517,25.11996783,11858820.73,,,,,,,,,7.557381582,,0.631604745
0.560090466,27.4633,113.4124,127.9241217,-0.475722752,0.001732329,513.9416086,0,0.271053463,0.261156517,25.11996783,11858820.73,,,,,,,,,7.616990727,,0.636348555
0.555647521,25.9294,112.5751,118.0217186,-0.530807828,0.002056854,180.3373368,0,0.150917336,0.258516449,25.12201236,11757924.61,,,,,,,,,6.608982267,,0.556129313
0.518381311,28.8449,112.3564,99.81862492,-0.461075116,0.291811352,3720.138182,0,0.281167448,0.230390509,25.12258326,11653513.23,,,,,,,,,6.504889955,,0.547845448
0.590830294,25.0116,104.7263,116.9441399,-0.654782942,0.002076024,140.0021178,0,0.262180239,0.24188174,25.12356613,12837888.23,,,,,,,,,6.357200852,,0.536092067
0.553787336,27.8499,112.6576,123.6322555,-0.50106695,0.032232274,456.2148465,0,0.109779119,0.278211639,25.12408543,11848869.48,,,,,,,,,7.353024107,,0.615341586
0.594575184,21.7275,108.7648,135.3068271,-0.43988373,0,190.7198363,0,0,0.23539908,25.12464082,13748900.48,,,,,,,,,6.636667889,,0.558332588
0.544790355,23.573,107.148,120.7156388,-0.58326443,0.005279055,6857.981557,0,0.182257161,0.269714101,25.12482263,11867661.48,,,,,,,,,6.380753037,,0.537966395
0.575669412,23.0795,114.3807,142.832368,-0.473844057,0.017407016,229.2496163,0,0.110592291,0.294942022,25.12794435,12655827.15,,,,,,,,,6.785507096,,0.570177497
0.638669091,33.8913,113.3592,146.3024826,-0.193434247,0.037600834,430.2737052,0,0.252617747,0.391198812,25.12968905,14233867.23,,,,,,,,,6.324124791,,0.533459811
0.594818373,23.3985,114.5985,108.9091161,-0.469206054,0.045007558,500.7903853,0,0.110592291,0.321307502,25.12976325,12890863.86,,,,,,,,,6.347530142,,0.535322453
0.587099084,-17.3055,-44.8657,145.6398327,-0.464995926,0,13.35306876,0,0.132692322,0.462942325,25.13006078,11871121.16,,,,,,,,,8.343342331,,0.694153005
0.578609279,27.6304,-80.7948,153.053074,-0.410837945,0.000990297,7.943385819,0,0.011138435,0.479345574,25.14103369,11780413.86,,,,,,,,,8.343342331,,0.694153005
0.562717871,31.1708,115.0159,141.0442027,-0.270749142,0.387576537,1330.723721,0,0.01171679,0.374322942,25.14362543,13410698.23,,,,,,,,,8.727395323,,0.724716676
0.56243123,33.1353,-81.2391,139.1044682,-0.472271285,0,23.44964916,0,0,0.454998795,25.14508542,11204512.23,,,,,,,,,8.766467385,,0.727826106
0.578791938,23.2551,115.5833,143.9199684,-0.588175491,0.152800188,210.737075,0,0.074350037,0.317338693,25.14626674,13150170.73,,,,,,,,,8.741326398,,0.725825338
0.538975012,25.7474,105.577,124.5384381,-0.576818461,0.031211368,356.2649973,0,0.333924621,0.214750712,25.14726072,11327664.2,,,,,,,,,6.525999774,,0.549525408
0.564697385,30.4284,111.7547,121.0500947,-0.308232232,0.435592715,3571.025861,0,0.278884321,0.343218037,25.14784126,13366233.86,,,,,,,,,6.772963526,,0.569179256
0.564697385,31.1691,112.5873,121.0500947,-0.308232232,0.435592715,3571.025861,0,0.278884321,0.343218037,25.14784126,13366233.86,,,,,,,,,6.849370535,,0.575259872
0.564697385,31.1531,112.8806,121.0500947,-0.308232232,0.435592715,3571.025861,0,0.278884321,0.343218037,25.14784126,13366233.86,,,,,,,,,6.697522508,,0.563175515
0.558626479,35.7811,-77.8469,135.2917043,-0.476034899,0,2.798014592,0,0.016562589,0.430673426,25.14896198,11154135.98,,,,,,,,,6.735845552,,0.566225336
0.587285525,31.1174,110.7829,124.7507548,-0.354975448,0.04137852,570.9251912,0,0.579345644,0.277072566,25.15252096,12341211.55,,,,,,,,,6.69853248,,0.563255891
0.541703556,30.378,113.3079,128.3134836,-0.382600071,0.432859901,95.2864758,0,0.012129322,0.3108462,25.15451791,12957105.11,,,,,,,,,6.69853248,,0.563255891
0.497542194,25.0393,106.962,105.6706782,-0.56700491,0.33885487,942.3535279,0,0.148492649,0.225205309,25.1548742,11129081.11,,,,,,,,,6.35076815,,0.53558014
0.605660953,35.8306,114.3258,163.5924246,-0.295935598,0.205865043,518.3932262,0,0.090969004,0.40887324,25.15685541,14033333.36,,,,,,,,,7.482808654,,0.625670089
0.638040745,44.6352,-75.4412,206.0297116,-0.124812641,0,0.000294507,0,0.098396212,0.612338829,25.15766462,13555250.36,,,,,,,,,6.320965977,,0.533208426
0.683405616,34.7497,-120.51,115.3730863,-0.297666775,0.006628813,0,0,0,0.697029014,25.16503538,13658058.23,,,,,,,,,7.063626393,,0.592310763
0.603255769,34.4676,112.2639,134.6321419,-0.176778414,0.25119089,2240.046127,0,0.00832721,0.395090837,25.16660679,14215957.48,,,,,,,,,6.316666743,,0.532866285
0.728558792,37.739,103.103,196.7225755,0.268376391,0,15.57491545,0,0.525555074,0.608826721,25.16785086,16066584.36,,,,,,,,,6.456943233,,0.544029756
0.728558792,38.411,102.053,196.7225755,0.268376391,0,15.57491545,0,0.525555074,0.608826721,25.16785086,16066584.36,,,,,,,,,6.648323204,,0.55926014
0.582513593,21.9414,109.0628,140.4141882,-0.430330757,0.00829083,49.44841989,0,0,0.230635404,25.17266673,13425540.86,,,,,,,,,7.620850791,,0.636655746
0.560668313,23.4689,112.672,113.9085636,-0.528404117,0.01245712,116.7664309,0,0.109596357,0.272467794,25.17352563,11882313.36,,,,,,,,,6.685775905,,0.562240698
0.735094726,38.5202,102.1926,208.947854,0.427929657,0,33.98786674,0,0.582843065,0.63556146,25.17655917,16228713.61,,,,,,,,,8.94405825,,0.741959127
0.565594862,30.9608,115.4683,140.8931466,-0.276082118,0.394337212,540.3000442,0,0.01171679,0.380470531,25.17952668,13410698.23,,,,,,,,,7.59692156,,0.634751412
0.539405059,25.9683,105.5249,124.5485591,-0.576786451,0.031142028,356.264997,0,0.333924621,0.214658803,25.18290753,11331598.78,,,,,,,,,6.782186859,,0.569913266
0.714972377,35.7375,103.747,240.1364067,0.423935277,0.077806207,26.06935771,0,0.33493644,0.677264266,25.18446233,16321757.98,,,,,,,,,6.6587568,,0.560090466
0.578157503,29.8979,114.2405,127.058773,-0.428269015,0.025887575,170.4672213,0,0.14282763,0.293898009,25.18507543,12540677.39,,,,,,,,,6.6587568,,0.560090466
0.523188684,22.1889,110.8512,127.4249627,-0.526029622,0.307583668,609.1165824,0,0.109596357,0.280553312,25.18716769,11836412.86,,,,,,,,,6.602928224,,0.555647521
0.525154135,27.2859,105.2866,124.7740505,-0.560385882,0,1755.950193,0,0.148478612,0.225233814,25.18953557,11092095.98,,,,,,,,,6.134653355,,0.518381311
0.56888759,29.2827,-97.1458,129.9138633,-0.462199817,0.00189157,8.913979484,0,0.058192845,0.451805159,25.18978319,11242109.86,,,,,,,,,7.045023313,,0.590830294
0.569485841,44.1541,-120.5341,148.6286512,-0.380632809,0,1.224824735,0,0.036327247,0.512638619,25.19142882,11143573.2,,,,,,,,,6.579553757,,0.553787336
0.569485841,35.3515,-89.8547,148.6286512,-0.380632809,0,1.224824735,0,0.036327247,0.512638619,25.19142882,11143573.2,,,,,,,,,7.092080364,,0.594575184
0.578892873,45.1651,-120.8804,129.577307,-0.500490415,0,0.20807159,0,0.012304244,0.442774982,25.19210876,11698832.23,,,,,,,,,6.466500661,,0.544790355
0.582077858,26.9351,106.5304,116.5874633,-0.615121627,0,230.4544491,0,0.262180239,0.261886098,25.19596815,12391267.36,,,,,,,,,6.854516681,,0.575669412
0.543543381,24.2375,112.5484,135.6326929,-0.545844073,0.025407555,116.4714517,0,0.101297185,0.276678915,25.1974355,11555985.48,,,,,,,,,7.646149823,,0.638669091
0.587477644,39.5364,-119.441,120.7826405,-0.534859956,0,18.36019531,0,0,0.495641199,25.19915646,11557878.48,,,,,,,,,7.095136198,,0.594818373
0.547751885,23.2613,110.7147,135.7852593,-0.488977592,0.032327538,309.7763731,0,0.053862263,0.22852097,25.20103964,12164257.11,,,,,,,,,6.998138165,,0.587099084
0.574469423,23.1755,114.2849,138.0963449,-0.538110008,0.086885624,195.9916596,0,0.110592291,0.304126952,25.20455174,12708442.39,,,,,,,,,6.891458086,,0.578609279
0.553520363,23.403,111.095,133.0553777,-0.480159249,0,284.5334778,0,0.051327877,0.24441032,25.20667079,12111694.48,,,,,,,,,6.691771907,,0.562717871
0.534408533,24.238,114.838,126.3732225,-0.61589287,0.005248293,163.4235069,0,0.101297185,0.217931554,25.21082218,11408890.11,,,,,,,,,6.688170065,,0.56243123
0.496817702,51.9909,-110.5893,260.217346,-0.143179686,0,0.409428754,0,0.091149852,0.501917265,25.21088107,9963722.982,,,,,,,,,6.89375332,,0.578791938
